Date,Open,High,Low,Close,Adj Close,Volume,Daily Return
2000-01-03,0.984375,0.9921879768371582,0.9192709922790527,0.9752600193023682,0.8948951363563538,30091200,
2000-01-04,0.9583330154418945,0.9609379768371582,0.9010419845581055,0.9492189884185791,0.8709998726844788,30048000,-0.026701747166898993
2000-01-05,0.921875,0.9375,0.9049479961395264,0.9179689884185791,0.84232497215271,18835200,-0.032921819429652555
2000-01-06,0.9179689884185791,0.9179689884185791,0.8229169845581055,0.8580729961395264,0.7873648405075073,12048000,-0.06524813280169328
2000-01-07,0.8541669845581055,0.8815100193023682,0.8411459922790527,0.8723959922790527,0.8005075454711914,7118400,0.01669201402898901
2000-01-10,0.875,0.9375,0.859375,0.9010419845581055,0.8267928957939148,23985600,0.03283585579102999
2000-01-11,0.8958330154418945,0.90625,0.8645830154418945,0.8645830154418945,0.793338418006897,14812800,-0.04046294780374682
2000-01-12,0.8645830154418945,0.8658850193023682,0.8307290077209473,0.8424479961395264,0.7730271220207214,12355200,-0.025602309840488502
2000-01-13,0.8411459922790527,0.8854169845581055,0.8307290077209473,0.8776040077209473,0.8052862882614136,13219200,0.04173096301765655
2000-01-14,0.890625,0.9518229961395264,0.8880209922790527,0.9153649806976318,0.8399355411529541,60456000,0.04302724806894087
2000-01-18,0.9270830154418945,0.9583330154418945,0.8854169845581055,0.9544270038604736,0.87577885389328,26164800,0.042673885059233196
2000-01-19,0.9583330154418945,0.9583330154418945,0.9375,0.9453129768371582,0.8674159646034241,16468800,-0.009549087937758105
2000-01-20,0.953125,1.0052080154418945,0.9348959922790527,0.9427080154418945,0.8650255799293518,17956800,-0.002755753607976419
2000-01-21,0.9401040077209473,0.9440100193023682,0.9088540077209473,0.9322919845581055,0.8554677367210388,54427200,-0.011049202971655014
2000-01-24,0.9622399806976318,0.9622399806976318,0.8854169845581055,0.890625,0.8172341585159302,25694400,-0.044693185451570416
2000-01-25,0.8945310115814209,0.9036459922790527,0.8541669845581055,0.8828129768371582,0.8100660443305969,23712000,-0.008771187683038528
2000-01-26,0.8828129768371582,0.90625,0.8307290077209473,0.8463540077209473,0.7766115069389343,23246400,-0.04129853068870204
2000-01-27,0.8528649806976318,0.8528649806976318,0.7708330154418945,0.8020830154418945,0.7359885573387146,45820800,-0.0523079419211
2000-01-28,0.7916669845581055,0.796875,0.7473959922790527,0.7786459922790527,0.714482843875885,19444800,-0.029220173667635296
2000-01-31,0.7825520038604736,0.7994790077209473,0.7291669845581055,0.7721350193023682,0.7085081338882446,18240000,-0.008362286147039044
2000-02-01,0.7734379768371582,0.796875,0.7447919845581055,0.7903649806976318,0.7252362370491028,9297600,0.02361031914913303
2000-02-02,0.7942709922790527,0.828125,0.7903649806976318,0.8125,0.7455471158027649,14904000,0.028005879623865138
2000-02-03,0.8385419845581055,0.8554689884185791,0.8203129768371582,0.8255209922790527,0.7574951648712158,10824000,0.016025880611966414
2000-02-04,0.8515629768371582,0.8515629768371582,0.828125,0.8450520038604736,0.775416910648346,12369600,0.02365922134985121
2000-02-07,0.8489580154418945,0.8489580154418945,0.7916669845581055,0.7929689884185791,0.7276254892349243,21748800,-0.061633194681635195
2000-02-08,0.8125,0.859375,0.7916669845581055,0.8307290077209473,0.7622740864753723,46881600,0.047618723853228184
2000-02-09,0.8619790077209473,0.8763020038604736,0.8502600193023682,0.8515629768371582,0.7813910245895386,58905600,0.02507882460305022
2000-02-10,0.9036459922790527,1.0416669845581055,0.9036459922790527,1.0260419845581055,0.9414925575256348,97008000,0.2048929766248555
2000-02-11,1.0768229961395264,1.078125,0.9661459922790527,1.0416669845581055,0.9558296799659729,42379200,0.015228078358917596
2000-02-14,1.0442709922790527,1.2083330154418945,1.0338540077209473,1.2083330154418945,1.1087620258331299,65011200,0.15999957845272328
2000-02-15,1.2109379768371582,1.2122399806976318,1.1119790077209473,1.1614580154418945,1.0657498836517334,45048000,-0.038792943101633504
2000-02-16,1.1744790077209473,1.2552080154418945,1.1614580154418945,1.214843988418579,1.1147369146347046,101956800,0.0459648476011274
2000-02-17,1.2135419845581055,1.265625,1.1953129768371582,1.2578129768371582,1.1541640758514404,53577600,0.03536902806314268
2000-02-18,1.2395830154418945,1.421875,1.230468988418579,1.4036459922790527,1.2879806756973267,96086400,0.11594244063364045
